,trade_id,ticker,count,created_time,yes_price,no_price,taker_side
629,0b92603a-b414-4d1d-a124-d2322917c772,KXGDPYEAR-25-B2.8,649,2025-05-14T05:48:56.834207Z,8,92,yes
630,0a5db931-5f52-4891-b0a3-f8f27c44acf6,KXGDPYEAR-25-B2.8,762,2025-05-14T05:48:56.834207Z,9,91,yes
631,055a12b2-1889-4147-891c-5ff6f0dca2c9,KXGDPYEAR-25-B2.8,12,2025-05-14T05:48:56.834207Z,8,92,yes
632,507739cd-76b0-43ea-b2e2-c2bc86518dac,KXGDPYEAR-25-B2.8,12,2025-05-14T05:36:49.617546Z,7,93,no
633,e8bb97b2-3c84-4473-b74d-7a9e5e203b38,KXGDPYEAR-25-B2.8,9,2025-05-14T05:36:39.189993Z,7,93,no
634,3a02004b-2143-471c-9959-d34d034b7b23,KXGDPYEAR-25-B2.8,176,2025-05-14T05:36:36.744585Z,8,92,yes
635,ea7a45a5-b3ad-47a8-b2ba-f51575fa33c1,KXGDPYEAR-25-B2.8,117,2025-05-14T04:35:44.504368Z,8,92,yes
636,3706acd6-1867-4565-9bb2-f56e99b6f8cc,KXGDPYEAR-25-B2.8,58,2025-05-14T03:55:43.963774Z,8,92,yes
637,9be43238-1e73-423e-932e-94b81ab004da,KXGDPYEAR-25-B2.8,147,2025-05-14T01:47:07.73902Z,7,93,yes
638,6b825984-4b8a-4afe-825a-30af19fafb9d,KXGDPYEAR-25-B2.8,523,2025-05-14T01:47:07.73902Z,7,93,yes
639,07e398e2-6f82-4655-b812-5463973d80bc,KXGDPYEAR-25-B2.8,40,2025-05-14T01:04:10.025759Z,7,93,yes
640,26faeb37-631e-4472-8f3b-70477e296e5c,KXGDPYEAR-25-B2.8,13,2025-05-14T00:57:10.732218Z,7,93,yes
641,1d6b02da-b593-489c-9b54-aebe14d6115d,KXGDPYEAR-25-B2.8,27,2025-05-14T00:57:10.732218Z,7,93,yes
642,11abcd74-7522-400f-a6dc-a7a670cabdfc,KXGDPYEAR-25-B2.8,100,2025-05-14T00:56:53.038484Z,7,93,yes
643,d345edc8-5fa5-4ab0-9f81-c537cc56fa83,KXGDPYEAR-25-B2.8,200,2025-05-14T00:46:23.423191Z,7,93,yes
644,6c5f8845-a4f3-4c66-96ca-c9323d502733,KXGDPYEAR-25-B2.8,335,2025-05-14T00:45:18.218189Z,7,93,yes
645,9b6dd30e-3d9d-444e-9805-159444e18bd6,KXGDPYEAR-25-B2.8,187,2025-05-14T00:31:34.009632Z,7,93,yes
646,364013f4-ffc1-4de3-89ed-8f57d9e9f0cf,KXGDPYEAR-25-B2.8,150,2025-05-14T00:04:37.26718Z,7,93,yes
647,625decaa-421c-4b29-af1d-6ceb97844437,KXGDPYEAR-25-B2.8,536,2025-05-13T22:10:33.225064Z,7,93,yes
648,7044c6ef-8d7e-41c6-8dc1-4fe82a2d431f,KXGDPYEAR-25-B2.8,5,2025-05-13T20:43:26.838206Z,7,93,yes
