date,contract_preamble,expiry_date,mean,median,mode,variance,skewness,kurtosis
2025-05-13,FED-25SEP,2025-09-18,3.861616161616161,3.9741379310344827,4,0.2693515091739763,-0.3892045454545458,0.6334308937247357
2025-05-14,FED-25DEC,2025-10-11,3.63510101010101,3.691666666666667,3.75,0.40811421273236387,-0.22921914357682743,-0.4115866740043619
2025-05-14,FED-25JUL,2025-07-31,4.1141414141414145,4.156451612903226,4.25,0.12223448648303255,-0.7192513368983934,6.001502129734531
2025-05-14,FED-25JUN,2025-06-19,4.223484848484849,4.225388601036269,4.25,0.011724800808822846,-0.724137931034479,14.001146412042537
2025-05-14,FED-25OCT,2025-10-11,3.7462121212121207,3.799107142857143,4.25,0.35052371743143096,-0.008086253369273416,-0.26827348278531415
2025-05-14,FED-25SEP,2025-09-18,3.8654040404040404,3.977272727272727,4,0.26688867297606206,-0.38262742282842793,0.6890097254503433
2025-05-15,FED-25DEC,2025-10-11,3.621969696969696,3.6724137931034484,3.75,0.40851408947138973,-0.25136341100644594,-0.48664767111271523
2025-05-15,FED-25JUL,2025-07-31,4.131060606060606,4.167701863354037,4.25,0.11767410097299903,-0.6916299559471377,7.152855725027042
2025-05-15,FED-25JUN,2025-06-19,4.226010101010101,4.22680412371134,4.25,0.01249131710946832,-0.7037037037037237,20.97507667923324
2025-05-15,FED-25OCT,2025-10-11,3.7972222222222225,3.867924528301887,4.25,0.3227271310183768,0.10257816785518246,-0.16043076549107926
2025-05-15,FED-25SEP,2025-09-18,3.904040404040404,3.985,4,0.21669609058650993,-0.3193277310924372,1.4859774921711653
2025-05-16,FED-25DEC,2025-10-11,3.621969696969696,3.6724137931034484,3.75,0.40851408947138973,-0.25136341100644594,-0.48664767111271523
2025-05-16,FED-25JUL,2025-07-31,4.1328282828282825,4.170245398773006,4.25,0.10599232813802754,-0.7204968944099455,7.400822654301569
2025-05-16,FED-25JUN,2025-06-19,4.223484848484849,4.2243589743589745,4.25,0.012362490840452274,-0.7777777777777739,21.299036127508046
2025-05-16,FED-25OCT,2025-10-11,3.79469696969697,3.865740740740741,4.25,0.31467162441680346,0.09816971713810167,-0.16375572103736324
2025-05-16,FED-25SEP,2025-09-18,3.9053030303030307,3.985148514851485,4,0.2159827151218336,-0.3164556962025318,1.51992428207219
2025-05-17,FED-25DEC,2025-10-11,3.625757575757575,3.681818181818182,3.75,0.41043585533943666,-0.242125984251969,-0.5104458180000253
2025-05-17,FED-25JUL,2025-07-31,4.155555555555555,4.185672514619883,4.25,0.09618349601514585,-0.6750902527075854,9.313275296837444
2025-05-17,FED-25JUN,2025-06-19,4.21969696969697,4.223076923076923,4.25,0.009913181400784708,-0.9230769230769492,16.009032963988926
2025-05-17,FED-25OCT,2025-10-11,3.799747474747475,3.870192307692308,4.25,0.32184209455023666,0.10806363137685016,-0.15594386772974822
2025-05-17,FED-25SEP,2025-09-18,3.90530303030303,3.982843137254902,4,0.2166204051534631,-0.3164556962025318,1.503783875261914
2025-05-18,FED-25DEC,2025-10-11,3.623232323232323,3.681818181818182,3.75,0.4078825186875385,-0.2482690405539077,-0.48593443500229094
2025-05-18,FED-25JUL,2025-07-31,4.155555555555557,4.186046511627907,4.25,0.09554580598351643,-0.6874999999999976,9.47016262806983
2025-05-18,FED-25JUN,2025-06-19,4.21969696969697,4.223076923076923,4.25,0.009913181400784708,-0.9230769230769492,16.009032963988926
2025-05-18,FED-25OCT,2025-10-11,3.798484848484849,3.867924528301887,4.25,0.31654701282800457,0.10619469026548548,-0.1428374418606122
2025-05-18,FED-25SEP,2025-09-18,3.909090909090909,3.98989898989899,4,0.21828709500885812,-0.29999999999999977,1.4606715768536072
2025-05-19,FED-25DEC,2025-10-11,3.625757575757575,3.681818181818182,3.75,0.4117112354026955,-0.24212598425196813,-0.4521404044128614
2025-05-19,FED-25JUL,2025-07-31,4.137878787878789,4.18491124260355,4.25,0.12119125135654063,-0.72312703583062,7.790281400433903
2025-05-19,FED-25JUN,2025-06-19,4.21969696969697,4.224226804123711,4.25,0.010550871432414134,-0.9230769230769221,15.777478003864271
2025-05-19,FED-25OCT,2025-10-11,3.799747474747474,3.867924528301887,4.25,0.32439285467675427,0.10806363137685018,-0.08968717416822214
2025-05-19,FED-25SEP,2025-09-18,3.912878787878788,3.99234693877551,4,0.2314032195230542,-0.27935222672065,1.3847284842951897
2025-05-20,FED-25DEC,2025-10-11,3.636363636363636,3.7173913043478257,4,0.4151014274981218,-0.21739130434782547,-0.5071453370460608
